company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste
Definite,Dominican republic,2018,Dominican republic,Elvesia,70,2.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,metallic,dirt/ earthy
Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72,2.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,vanilla,chemical
Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,smokey,roasty
DeVries,U.S.A,2007,Costa rica,Costa Rica,77,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,red berry,lingering coffee
DeVries,U.S.A,2007,Dominican republic,Dominican Republic,77,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,woodsy
DeVries,U.S.A,2008,Bolivia,Bolivian,80,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense fruit,bitter ending
Dick Taylor,U.S.A,2011,Ecuador,Ecuador,70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,grassy,tea
Dick Taylor,U.S.A,2011,Dominican republic,La Red,74,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,earthy,tart
Dick Taylor,U.S.A,2011,Madagascar,Sambirano,80,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sandy,flat
Dick Taylor,U.S.A,2011,Venezuela,Mantuano,75,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,very roasty
Dick Taylor,U.S.A,2012,Bolivia,Bolivia,75,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dry,mint
Dick Taylor,U.S.A,2013,Ecuador,Camino Verde,76,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,butter,floral
Dick Taylor,U.S.A,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,oily,black pepper
Dick Taylor,U.S.A,2014,Dominican republic,Elvesia,74,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild fruit and spice,roasty
Dick Taylor,U.S.A,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,rich
Dick Taylor,U.S.A,2016,Vietnam,Tien Giang,78,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,tropical berry,intense
Dick Taylor,U.S.A,2017,Solomon islands,"Solomon Is.,batch 17158, N.Vela",72,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,well defined,creamy
Dick Taylor,U.S.A,2017,Guatemala,Lanquin Estate,70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,blackberry,raisns
Dick Taylor,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,roasty nibs
Dick Taylor,U.S.A,2018,Fiji,"Vanua Levu, Matasawalevu",80,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,cocoa,tea
Dick Taylor,U.S.A,2019,Belize,"Maya Mtn, Toledo",72,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,sticky
Dick Taylor,U.S.A,2019,Madagascar,"Akesson P., Sambirano",72,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,dried fruit
Dick Taylor,U.S.A,2020,Blend,"Northerner, Madagascar and Brazil",73,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,burnt honey,earthy
Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch OST-18-01",65,3,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,complex,sweet
Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch TRI-18-002, trinitario",75,3,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,bland,fatty
Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, unroasted, batch UNR-18-003",70,2.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,cocoa,raw
Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, Grand Cru Plantation, amelonado",75,2.5,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,late cocoa,harsh
Doble & Bignall,U.k.,2014,Nicaragua,Johe,72,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,nutty,caramel
Doble & Bignall,U.k.,2014,Panama,"Panama, Raven",72,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild cherry,earthy
Doble & Bignall,U.k.,2014,Venezuela,"Puerto Cabello, Mantuano",72,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fatty,rasin
Doble & Bignall,U.k.,2015,Venezuela,Puerto Cabello,85,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense,spicy
Dolfin (Belcolade),Belgium,2006,Blend,Noir,70,1.5,3,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,acidic,astringent
Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",88,3,3,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,sticky,floral
Domori,Italy,2006,Venezuela,Carenero Superior,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,basic cocoa
Domori,Italy,2006,Peru,Apurimac,70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,floral,olive
Domori,Italy,2006,Venezuela,Sur del Lago Classificado,70,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,long lasting,fruit
Domori,Italy,2007,Venezuela,Porcelana,70,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,complex
Domori,Italy,2007,Ecuador,Ecuador,70,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,nuts
Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,mint
Domori,Italy,2007,Indonesia,"Java, Javablond",70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,smokey
Domori,Italy,2007,Madagascar,Madagascar,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fruity,basic cocoa
Domori,Italy,2007,Madagascar,Madagared,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,smooth,banana
Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,smoke
Domori,Italy,2007,Venezuela,Granella,60,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild spice,licorice
Domori,Italy,2008,Blend,Ilblend,70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,olive
Domori,Italy,2008,Blend,Blend No. 1,78,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,grassy
Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,cucumber,hot spices
Domori,Italy,2008,Colombia,Teyuna,70,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,woody
Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,subtle,caramel
Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,smooth,intense
Domori,Italy,2012,Venezuela,Guasare,70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,coffee
Domori,Italy,2012,Tanzania,Morogoro,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,nutty
Domori,Italy,2015,Ecuador,Hacienda Victoria,70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,floral,well developed
Domori,Italy,2015,Venezuela,Ocumare 77,70,3.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,nutty,strawberry
Domori,Italy,2018,Tanzania,Tanzania,70,4,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,sticky
Dormouse,U.k.,2015,Colombia,"Colombia, Batch 9",80,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,bitter,molasses
Dormouse,U.k.,2015,Madagascar,"Madagascar, Batch 8",77,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fruity,molasses
Dormouse,U.k.,2015,Venezuela,"Rio Caribe, Batch 7",70,2.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,burnt rubber,molasses
Dormouse,U.k.,2016,Grenada,Non Pariel Estate,75,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,licorice,molasses
Dormouse,U.k.,2018,Guatemala,"Verapaz, batch 254",72,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,near perfect shine,cocoa
Dormouse,U.k.,2018,Peru,"Piura, batch 274",80,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,molasses,fruit
Dormouse,U.k.,2018,Philippines,"Kablon Farm, batch 242",71.5,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,molasses notes from sugar,vanilla
Double Spiral,U.S.A,2019,Dominican republic,Hispaniola,75,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dry,cocoa
Double Spiral,U.S.A,2019,Tanzania,Kokoa Kamili,70,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dry,sour
Double Spiral,U.S.A,2019,Dominican republic,Oko Caribe,75,2.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dry,earthy
Duffy's,U.k.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,rich cocoa,fruity
Duffy's,U.k.,2010,Peru,Star of Peru,70,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dark forest berry,spice
Duffy's,U.k.,2010,Panama,Panama,70,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,caramel and cocoa,vanilla
Duffy's,U.k.,2010,Ecuador,Star of Ecuador,70,2.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,chalky,bread
Duffy's,U.k.,2011,Honduras,"Indio Rojo, Xoco",72,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dried fruit,grapes
Duffy's,U.k.,2011,Dominican republic,Dominican Republic,65,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,heavy roast,woody
Duffy's,U.k.,2011,Venezuela,Ocumare,71,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense cocoa,vanilla
Duffy's,U.k.,2011,Nicaragua,"Nicaliso, Xoco",71,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense,almond
Duffy's,U.k.,2011,Panama,"Bocas del Toro, Tierra Oscura",72,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,licorice,leathery
Duffy's,U.k.,2012,Venezuela,Ocumare,72,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,creamy,nutty
Duffy's,U.k.,2014,Nicaragua,"Rico Rugoso, Xoco",76,3.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,black pepper,rich
Duffy's,U.k.,2014,Nicaragua,"Chuno, Xoco",70,3.5,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,sandy,full bodied
Duffy's,U.k.,2015,Guatemala,"Rio Dulce, Xoco",70,4,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,intense,spicy
Duffy's,U.k.,2017,Nigeria,Eti-Oni,70,2.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,candy like off flavor,vanilla
Duffy's,U.k.,2018,Guatemala,Mayan Red,80,3.25,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,intense earthy,cocoa
Duffy's,U.k.,2019,Philippines,South Cotabato,70,3.5,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,cocoa,honey
Dulcinea,U.S.A,2015,Dominican republic,"Dominican Republic, batch 1507",70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,coarse,earthy
Durci,U.S.A,2015,Ecuador,Corona Arriba,70,4,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,blackberry and cinnamon,vanilla
Durci,U.S.A,2015,Peru,"Maranon, Joya Rara",70,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sandy,orange
Durci,U.S.A,2015,Venezuela,"Rio Caribe, Tepui Treasure",70,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fatty,roasty
Durci,U.S.A,2015,Dominican republic,Taino Secret,70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dates,acidic
Durci,U.S.A,2015,Venezuela,"Carenero, Empyrean Sabor",70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,cherry,earthy
Durci,U.S.A,2018,Peru,Piura Blanco,70,4,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,smoth,dense
East Van Roasters,Canada,2014,Dominican republic,"Dominican Republic, batch DR113",70,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,spicy,cocoa
East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,ultra fruity,vanilla
East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,waxy,spicy
Eau de Rose,Canada,2016,Colombia,Tumaco,70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dried fruit,strong floral
Eau de Rose,Canada,2016,Colombia,Arauca,70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild,dried fruit
Eclat (Felchlin),U.S.A,2012,Peru,"Maranon, Good & Evil, w/ nibs",72,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,buttery,burlap
Eclat (Fruition),U.S.A,2019,Peru,"NOE, nacional/criollo, batch 1",80,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,nutty,almond butter
Edelmond,Germany,2016,Venezuela,Porcelana,68,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dry,gritty
El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71,2.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,lemon,tart
El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75,3.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,nutty,rich
El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70,2.75,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,gritty,chalky
El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61,3,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,muted,cherry
El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74,2.5,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,sandy,banana
El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58,2.5,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,gritty,sweet
El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70,3,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,sandy,bold
El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,very sweet,marshmallow
El Rey,Venezuela,2015,Venezuela,San Joaquin,70,3.75,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,spicy,caramel
Eldora,U.S.A,2019,Guatemala,"Polochic, batch 711",70,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,cocoa,fig notes
Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sandy,tannic
Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,low refinement,too sweet
Emily's,Japan,2015,Peru,Peru,78,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,brownine,nutty
Emily's,Japan,2015,Venezuela,Patanemo,79,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,coarse,woody
Encuentro,France,2018,Haiti,Pisa w/ nibs,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,simple,mild cocoa
Encuentro,France,2018,Guatemala,Asochivite,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,spicy,sweet
Encuentro,France,2018,Madagascar,Bejofo,70,3.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fruity,roasty
Encuentro,France,2018,Dominican republic,Oko Caribe,70,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,earthy,floral
ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75,3.25,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,carrots,heavy roast
ENNA,U.S.A,2018,Vietnam,"Ben Tre, batch 77",72,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intens,brownie
ENNA,U.S.A,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,muddy,rainins
ENNA,U.S.A,2019,Tanzania,Kokoa Kamili,80,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fruit,dirty
ENNA,U.S.A,2019,Sierra leone,Gola Rainforest,70,2.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dirty,earthy
Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,spicy,green
Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,grit,smoke
Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild bitter,smoke
Escazu,U.S.A,2008,Venezuela,Ocumare,72,3,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,woody,cocoa
Escazu,U.S.A,2009,Venezuela,Carenero Superior,81,3.5,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,hazelnut,fruit
Escazu,U.S.A,2009,Blend,"Carenero, Guapiles, Ocumare blend",74,2.75,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,sweet,vanilla
Escazu,U.S.A,2009,Costa rica,Guapiles,65,2,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,sticky,slight plum
Escazu,U.S.A,2012,Venezuela,Rio Caribe,70,2.75,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,nutty,ginger
Ethel's Artisan (Mars),U.S.A,2011,Blend,Red Vanilla,62,2.75,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,sweet,vanilla
Ethel's Artisan (Mars),U.S.A,2011,Blend,"Peru, Madagascar",55,2.5,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,gritty,overyly sweet
Ethel's Artisan (Mars),U.S.A,2011,Trinidad,Trinidad,55,2.5,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,grits,very sweet
Ethel's Artisan (Mars),U.S.A,2011,Venezuela,Porcelana,70,2.5,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,strong vanilla,strawberry
Ethel's Artisan (Mars),U.S.A,2011,Blend,"Venezuela, Trinidad",62,2.5,4,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,gritty,sweet
Ethereal,U.S.A,2014,Dominican republic,Dominican Republic,80,3.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,coarse,mild bitter
Ethereal,U.S.A,2014,Ecuador,Ecuador,80,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,spicy,roasty
Ethereal,U.S.A,2014,Belize,Belize,80,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,mild fruit,earthy
Ethereal,U.S.A,2018,Guatemala,Guatemala,80,3.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,prominent plum note,vanilla
Exquisito,U.S.A,2019,Peru,"Maranon, Fortunato",73,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,dominated by heavy roast,vanilla
Fearless (AMMA),U.S.A,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,perfume,floral
Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76,3,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,roasty,spicy
Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76,2.75,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,metallic,off notes
Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76,2.5,2,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fatty,sandy
Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68,4,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,complex,raspberry
Felchlin,Switzerland,2006,Ecuador,Arriba,72,3.5,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,fatty,rich
Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64,3,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,basic cocoa,short length
Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65,3,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,creamy,floral
Felchlin,Switzerland,2006,Dominican republic,Elvesia P.,74,3,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,creamy,roasty
Felchlin,Switzerland,2006,Blend,Supremo- SF,62,2,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,malitol,cocoa
Felchlin,Switzerland,2010,Grenada,Grenada,58,3.5,5,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,spicey,marshmallow
Finca,U.S.A,2014,Dominican republic,Dominican Republic,70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,sandy,sweet
Finca,U.S.A,2014,Dominican republic,Dominican Republic,80,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,molasses,licorice
Finca,U.S.A,2014,Dominican republic,Dominican Republic,85,2.5,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense,molasses
Finca,U.S.A,2014,Puerto rico,Puerto Rico,65,2.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,intense,molasses
Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70,3.25,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,fruit,cocoa
Finnia,Canada,2020,Mexico,Mexico,70,3,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,banana,bland
Finnia,Canada,2020,Honduras,Honduras,70,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,off,hammy
Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70,2.75,3,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,nutty,melon
Firetree,U.k.,2019,Vanuatu,Malekula Island,72,3.75,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,cherry,cocoa
Firetree,U.k.,2019,Papua new guinea,Karkar Island,72,3.5,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,caramel,acidic
Firetree,U.k.,2019,Solomon islands,Guadalcanal,69,3.5,4,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,plums,cocoa
